character,universe,page_length
See-More,Teen Titans TV Series,355951
Seong Barclay,New Earth,354375
Serafina Baldaur,Prime Earth,373519
Seraph,New Earth,356963
Shadowstryke,New Earth,351542
Shaolin Robot,New Earth,357653
Shayne J'onzz,Sixth Dimension,365789
Simon Ecks,New Earth,362662
Simon Valentine,New Earth,354272
Sis,New Earth,354730
Slaughterhouse Smith,Wildstorm Universe,361812
Sodom,New Earth,358345
Solar Dynamo,New Earth,352720
Solaris,DC One Million,369539
Solis,DCAU,352704
Solis,Earth-1198,367368
Sonja,New Earth,361388
Sparkler,New Earth,354042
Stanley Silver,New Earth,367188
Starbright,Pre-Zero Hour,347221
Starlight,Pre-Zero Hour,347224
Steel's Armor,Steel's Armo,368062
Strobe,New Earth,360480
Summer Swan,Wildstorm Universe,357678
Sun-Sphere,Earth-One,351587
Sunspot,New Earth,353456
Superdoom,Earth 45,359924
Supergirl Vol 2 21,Supergirl Vol 2 2,363146
Superman Special Vol 1 1,Superman Special Vol 1 ,369145
Sylvester Pemberton,Smallville,367127
Takeo Sato,New Earth,357785
Takeo Sato,Superboy TV Series,357936
Tara,Superboy TV Series,354964
Tara Markov,New Earth,378336
Taser,Post-Zero Hour,351898
Teether,Teen Titans TV Series,352860
Tel Vole,Pre-Zero Hour,354654
Tenzil Kem,Pre-Zero Hour,388506
Teth-Adam,DCeased,379019
The Hands,The Hand,354938
Theodore Adam,DC Bombshells,361595
Theta,New Earth,354457
Thinker Artificial Intelligence,New Earth,370336
Thom Kallor,Earth-Prime,360072
Thomas Corbett,New Earth,368065
Thomas Hague,Dakotaverse,360975
Thomas N. Thomas,New Earth,369933
Timebomb,New Earth,351993
Tinderbox,Prime Earth,351603
Titano,Justice League Action,357929
TNTeena,Tiny Titans,355607
Todd Rice,DCAU,350018
Toshiro Misawa,Wildstorm Universe,382362
Toto,Filmation Adventures,356652
Trojan,New Earth,351123
Troy Stewart,Earth-Prime,353087
Troy Stewart,Pre-Zero Hour,385639
Tunguska,Prime Earth,372382
Tyson Sykes,Black Lightning TV Series,371747
Ultra-Humanite II,Prime Earth,367030
Uno,DCAU,353170
Uno,New Earth,381878
Ur,The Brave and the Bold,349601
Validus,Legion of Super-Heroes TV Series,351613
Violet Harper,Prime Earth,373758
Vril Dox,Futures End,365961
Whisper A'Daire,New Earth,368608
Wi Kan Muur,Pre-Zero Hour,353206
Wildstar,Superboy TV Series,353996
William Jensen,Earth-Two,357835
William Payton,New Earth,362910
X'Hal,New Earth,359063
X'Hal,Prime Earth,351708
Xotar,Prime Earth,358445
Yatini,New Earth,350213
Yuri,DCAU,354111
Zamarons,Zamaron,365185
Zatanna Zatara,DC Animated Movie Universe,358757
Zatanna Zatara,DC Legends,357267
Zatanna Zatara,Injustice,372975
Zaxton Regulus,Pre-Zero Hour,352695
Zond,Earth-One,379363
Zot,Prime Earth,350727
Abraham Attah,Prime Earth,359004
Bridgit Pike,Prime Earth,358611
Deadline,New Earth,372076
Deborah Morgna,New Earth,364155
Deceilia,Prime Earth,381966
Dinah Drake,Prime Earth,449076
Edwin Alva,Dakotaverse,374093
Jared Stevens,New Earth,359329
John Henry Irons,Prime Earth,398130
Joker,Earth-16,364374
Justin Ballantine,New Earth,372198
Legion,New Earth,357467
Rot Lop Fan,The Nail,357924
Shaggy Man,Prime Earth,371079
Slag,Dakotaverse,375656
Artemis,Tempest Tossed,374688
Black-Cloud-In-Morning,New Earth,368064
Damon Briggs,Dakotaverse,367526
Doctor Echo,New Earth,352045
Fatherbox,Fatherbo,355150
Gerard Shugel,New Earth,360095
Hal Jordan,Justice League 3000,371498
Henry Henshaw,Prime Earth,378307
Henry Henshaw,World Without Young Justice,351912
Jonni Thunder,New Earth,359021
Lex Luthor,Superboy's Legion,368758
Norka,New Earth,361459
Pui Chung,Dakotaverse,360854
Regulator II,New Earth,349490
Somi Gan,Pre-Zero Hour,351576
Vincent Cade,Earth-8,361657
William Glenmorgan,Prime Earth,356442
Ace the Bat-Hound,DC Super Hero Girls TV Series,355994
Alec Abrams,Smallville,370471
Bellerophon,New Earth,361918
Byth Rok,Earth-One,362560
Byth Rok,New Earth,371445
Clark Kent,Secret Identity,359052
Corla Tavo,Earth-One,358613
Demons,Demon,378526
Diana of Paradise Island,Earth-Two,423072
Edmund Dorrance,Soul of the Dragon,355832
Emily Phan,Arrowverse,359311
Fel Andar,New Earth,376059
Fell Andar,Earth-One,369827
Galatea,DCAU,369179
Hartley Rathaway,Arrowverse,373611
Hartley Rathaway,New Earth,387904
Heimdall,New Earth,349697
Irma Sayres,Arrowverse,366570
Kal-El,Earth-1863,359245
Kal-El,Filmation Adventures,364000
Kal-El,The Adventures of Superboy 1961 Pilot,357579
Kelvin Mao,New Earth,372220
Khfeurb Chee Bez,Pre-Zero Hour,351559
Kyle Cushing,Arrowverse,362858
Laurel Gand,Post-Zero Hour,394991
Lobo,Prime Earth,390145
Long Shadow,DCAU,356845
Lucas Trent,The Wild Storm,362241
LX-15,Smallville,377212
Paran Katar,Earth-One,351250
Peter Moran,Wildstorm Universe,355555
Peter Platinum,DC One Million,360344
Pup Pup,Prime Earth,356472
Rebecca Langstrom,New Earth,355934
Robot 32198,New Earth,366085
Roger Rabbit,Earth-C,357662
Shayera Hol,Lego Batman,372021
Slade Wilson,Titans TV Series,391792
Streaky,Justice League Action,385851
Streaky,Scooby-Doo Team-Up,383428
Sumo,New Earth,365701
Super-Woman,Earth-Three,375747
Superman Vol 1 401,Superman Vol 1 40,369791
Superman Vol 1 406,Superman Vol 1 40,373068
Superman Vol 1 409,Superman Vol 1 40,378008
Superman Vol 1 412,Superman Vol 1 41,368670
Superman Annual Vol 1 12,Superman Annual Vol 1 1,385285
Superman Special Vol 1 2,Superman Special Vol 1 ,371451
Thomas Wayne,Castle of the Bat,358713
Tristan Grey,Prime Earth,351500
Warbox,New Earth,355146
Zeus,Earth-S,363146
Alexa,Wonder Woman 2009 Movie,353828
Alfred Pennyworth,Earth-One,409016
Archimedes Sin,Wildstorm Universe,356319
Arnold Hugo,Earth-508,356257
Arnold Hugo,Earth-One,359310
Arnold Hugo,Scooby-Doo Team-Up,360439
Arous,Prime Earth,355530
Asaf,Prime Earth,353758
Barbara Gordon,New Adventures of Batman,359083
Bernie the Brain,Earth-One,348610
Bertrand Eldon,Arrowverse,358461
Billy Batson,DC Universe Online,381983
Biron,Earth-One,365111
Bobo T. Chimpanzee,DCeased,363785
Bobo T. Chimpanzee,Lego Batman,361392
Bobo T. Chimpanzee,New Earth,366686
Boka,Earth-16,352095
Brainiac,Justice,363100
Chloe Sullivan,Smallville,441572
Clifford DeVoe,Prime Earth,355753
Computo,Pre-Zero Hour,356034
Controllers,Controller,359940
D.A.V.E.,The Batman TV Series,360970
Doctor Impossible,New Earth,361149
Dogg,Dakotaverse,362751
Dominators,Dominator,361075
Dominic Lanse,Prime Earth,354521
Edward Nygma,Burtonverse,368627
Edward Nygma,DC Animated Movie Universe,361539
Elmo the Dog,Quality Universe,354450
Erik Magnus,Amalgam Universe,352747
Ezekiel the Cockroach,Doom Patrol TV Series,355252
George Washington,Wildstorm Universe,361956
Gnarrk,New Earth,358421
Gnarrk,Prime Earth,368065
Gorilla Grodd,Earth-3839,353278
Gorilla Grodd,Injustice,395122
Grax,Earth-One,362401
Grodd,Arrowverse,372556
Grodd,Earth-16,351614
Habib Bin Hassan,Wildstorm Universe,368233
Hector Hammond,Earth -32,351430
Hector Hammond,Earth-508,357536
Hoppy,New Earth,362081
Hugo Strange,The Batman TV Series,363939
Ingvie,Prime Earth,357431
Jeroen Thornedike,Wildstorm Universe,373249
John Raymond,New Earth,356044
Key,Prime Earth,361825
Know Man,New Earth,362448
Lex Luthor,The Batman TV Series,355373
Lilith Clay,New Earth,379728
Mallah,Earth-16,362293
Mallah,New Earth,386277
Mallah,Prime Earth,369956
Miguel Devante,New Earth,362237
Monsieur Mallah,Earth-508,354577
Niles Caulder,Justice,355146
Owlman,Earth-Three,369853
Peter Cannon,Earth-Four,356563
Praetor Lemnos,Earth-Prime,358972
Professor Ojo,New Earth,357408
Querl Dox,DCAU,360001
Radea,Earth-One,353516
Randall Dowling,Wildstorm Universe,361297
"Rex, the Wonder Dog",New Earth,368014
Robert Queen,Prime Earth,379816
Roscoe Dillon,New Earth,386271
Samanda Watson,Arrowverse,358119
Senshe,Prime Earth,355437
Sev Tcheru,Pre-Zero Hour,354779
Solomon,Earth-S,364386
Solovar,Earth-16,350298
Super-Duper,Earth-One,355410
Synth,New Earth,352540
Tactical Augmented Organism,Wildstorm Universe,385358
Tekka,New Earth,348776
Temple Fugate,Injustice,354802
Thinker II,Prime Earth,374269
Thoth,New Earth,355538
Topo,Prime Earth,356755
Ultra-Humanite,Earth 2,380670
V,V for Vendetta,377055
Vidar,Pre-Zero Hour,363863
Vohc,New Earth,351435
William Fawcett,Earth-276,356658
William Tockman,Prime Earth,381067
Xotar,New Earth,352459
Xylon,New Earth,353599
Black Wolf,New Earth,351986
Bloodhound,Earth-Two,350826
Cassandra Cain,Prime Earth,414624
Cerberus,Scooby-Doo Team-Up,352531
Cody Barrow,Prime Earth,354941
Congorilla,New Earth,359118
Eccarius,Preacher,357097
Gloriana Tenebrae,New Earth,360287
Henry Jekyll,League of Extraordinary Gentlemen,360210
Holly Hamden,Old Lady Harley,350209
Hunt,Prime Earth,351888
Kalibak,Prime Earth,409998
Kritter,New Earth,355574
Krypto,Earth-149,361838
Krypto,Pocket Universe,365933
Lobo the Duck,Amalgam Universe,356681
Megalodons,Megalodon,353404
Millions,New Earth,354907
Proinsias Cassidy,Preacher,371013
Robbie the Robot Dog,New Earth,355819
Shaggy Man,New Earth,367062
Shaggy Man,The Brave and the Bold,355155
Superman Vol 1 416,Superman Vol 1 41,393718
Swiftmaw,New Earth,352491
Thor the Thunder Dog,New Earth,349183
Tracer,Earth 8,358293
Tracker,New Earth,366075
Wade Eiling,New Earth,405351
Will O' the Whiff,New Earth,346927
Ace the Bat-Hound,Krypto the Superdog,355443
Alan Scott,Earth-22,371488
Albrecht Krieger,Earth-S,366761
Albrecht Krieger,New Earth,380464
Allen Adam,Earth 4,358705
Anastasio Corvo,New Earth,378639
Berenice Yoon Milonas,Prime Earth,355860
Blaine McDonough,iZombie TV Series,367386
Blanque,Prime Earth,359869
Bloodwynd,New Earth,365266
Brother Grimm,New Earth,357896
Bugala,New Earth,371556
Carrie Cutter,New Earth,380783
Carrie Cutter,Prime Earth,356524
Circe,Future State,356143
Claire,iZombie,351677
Colin Nomi,Prime Earth,357062
Constance D'Aramis,New Earth,364576
D'grth,New Earth,357967
Daybreaker,Authoriteens,360255
Diego Zhao,New Earth,360187
DMZ,Dakotaverse,359832
Doctor Canus,New Earth,349608
Drummer,Wildstorm Universe,363293
Edmund Dorrance,New Earth,376985
Emp of Khera,The Wild Storm,360679
Flex Mentallo,New Earth,358432
Frederick Danvers,Earth-One,388045
Gorilla Grodd,Justice,369396
Green Lantern,Hal Jordan,443134
Hath-Set,Arrowverse,400532
Hershel Goldstein,Wildstorm Universe,374695
Hippolyta Milton,New Earth,354274
Holly Granger,New Earth,372968
Holly Hamden,Prime Earth,351921
Jack Hawksmoor,Prime Earth,355629
Jacob de Witt,Prime Earth,358310
Jade Tice,Prime Earth,352877
Jall Tannuz,Pre-Zero Hour,364215
Jared Kabe,Prime Earth,359932
Kal-El,Cosmic Adventures,353778
Kaliber II,New Earth,361583
Kalista,New Earth,367881
Kara Zor-El,Cosmic Adventures,355865
Katherine Kane,Prime Earth,490063
Key,New Earth,387530
Klarmarians,Klarmarian,357730
Lana Lang,Earth-One,369467
Lana Lang,Earth-Twenty-Six,359307
Major Lilywhite,iZombie TV Series,362404
Maria de Guzman,Impact,357867
Midnighter,Flowers for the Sun,362282
Mister Combustible,Prime Earth,356854
Mythos,Wildstorm Universe,364872
Nemia,iZombie,352001
Nigel Archer,New Earth,351496
Nissa,DCAU,379697
Patience Phillips,Catwoman,357152
Pax,New Earth,352724
Peredur,New Earth,351864
Probe,New Earth,350401
Ramon Rand,Dakotaverse,362444
Rik Sunn,Sun Devils,352291
Sam Simeon,New Earth,362545
Selina Kyle,Earth-43,361310
Shaggy Man II,New Earth,360769
Shaggy Man III,New Earth,361309
Shay Li Wylde,Black Lightning TV Series,371583
Stalker,New Earth,378946
Superman Vol 1 399,Superman Vol 1 39,374814
Sutri,Earth-One,355494
Terrence McGinnis,Lego Batman,361026
Thomas Blake,New Earth,393493
Thylacine,Prime Earth,355183
Tiny,Arkhamverse,356447
Tobias Rice,Smallville,350635
Ultraa,Earth-Prime,356835
Val Armorr,Trapped In Time,350424
Veronica Lopez,Prime Earth,361640
Zannah of Khera,Prime Earth,357966
Adam Strange,New Earth,389724
Andonis Bal,New Earth,352460
Angry Charlie,New Earth,351812
Argus,New Earth,352239
August Means,Imaginary Fiends,353941
Beppo,Earth-One,360324
Blackie,Earth-One,358069
Charles McNider,Injustice,352507
Charles McNider,New Earth,391602
Chester King,Earth-One,357920
Clark Kent,1941 Superman Cartoons,366804
Crazyface,New Earth,351368
Elizabeth Chapel,New Earth,363012
Elizabeth Chapel,Stargirl TV Series,356421
Ethel Lynn Niwtyn,Pre-Zero Hour,359794
Fuzzy the Mouse,Tiny Titans,361020
Hades,New Earth,360210
"Henry Clover, Jr.",Prime Earth,371623
James Gordon,Prime Earth,407956
Jo Nah,DCAU,357292
Kaala,Lego Batman,358006
Kal-El,Atari 2600 Superman,348784
Kal-El,Earth-184,355435
Kal-El,Pocket Universe,378091
Katar Hol,Justice,362214
Katar Hol,New Earth,371143
Kelex,New Earth,358714
Kon-El,Future State,370428
Lee Hyland,New Earth,353807
Lee Hyland,Prime Earth,357971
Lex Luthor,Earth-167,362032
Lin Canar,New Earth,363102
Lin Canar,Prime Earth,363239
Lin Canar,The Nail,358903
Melba Li,Imaginary Fiends,353939
Mirabai,New Earth,357195
Nicholas Kovak,New Earth,365952
Philip Reardon,Earth-One,365945
Philip Reardon,Prime Earth,355903
Pieter Cross,New Earth,384113
Rac Shade,Shade the Changing Man Shorts,351745
Rachel Steel,Wildstorm Universe,354963
Raymond Palmer,Arrowverse,384868
Regor,Earth-Two,354107
Rhent Ustin,Pre-Zero Hour,348105
Richard Tyler,New Earth,382742
Robot F2324,New Earth,356655
See-Through,Dead Earth,351380
Selena Tubach II,Motherlands,353111
Sharon Parker,New Earth,365145
Shayera Hol,Justice,360254
Skagerrak,Earth-One,352374
Slasher the Falcon,New Earth,351028
Superman Vol 1 2,Superman Vol 1 ,380965
Superman Vol 1 402,Superman Vol 1 40,380734
Superman Vol 1 403,Superman Vol 1 40,378078
Superman Vol 1 408,Superman Vol 1 40,380404
Superman Vol 1 410,Superman Vol 1 41,372509
Superman Vol 1 411,Superman Vol 1 41,384511
Superman Vol 1 422,Superman Vol 1 42,374521
Superman,Earth 14,357183
Superman Family Vol 1 177,Superman Family Vol 1 17,392718
"Superman's Girl Friend, Lois Lane Vol 1 53","Superman's Girl Friend, Lois Lane Vol 1 5",382523
T.B. Harrah,Earth-One,358071
Ten-Eyed Man,Teen Titans Go! TV Series,349659
The Best of DC Vol 1 71,The Best of DC Vol 1 7,504980
Thomas Monaghan,New Earth,381301
Thomas Wayne,Earth 2,387763
"Thomas Wayne, Jr.",Earth 3,388041
Thorndyke Thompkins,New Earth,353400
Titano,Earth-508,354220
Titano,Tiny Titans,356147
Toto,Earth-One,361873
Zod,Earth-15,352058
Beelzebub,Arrowverse,351370
Belial,Arrowverse,351125
Gary Lester,Arrowverse,365341
Jesus of Nazareth,New Earth,359330
Alexander Sartorius,Flashpoint Timeline,350091
Death Man,Prime Earth,371329
Deke Durgan,Just Imagine,357425
Delia Pflaum,Prime Earth,352768
Derek Mitchell,New Earth,358446
Garfield Lynns,The Batman TV Series,363095
Ghost Fox Killer,New Earth,353806
Joseph Monteleone,Arrowverse,357368
Joseph Monteleone,Flashpoint Timeline,351506
Joseph Monteleone,Prime Earth,365524
Karrion,New Earth,345420
Mano,DCAU,359930
Mano,Legion of Super-Heroes TV Series,348796
Millie Rawlins,Arrowverse,358479
Mister Bones,New Earth,367527
Mortalla,New Earth,353131
Red Mask,New Earth,356104
Robert Todd,Prime Earth,365224
Shondra Kinsolving,New Earth,364377
Snowflame,New Earth,357886
Termina,New Earth,349416
Van Falkenberg,Earth-S,354537
Vitoria,New Earth,358132
William Walker,New Earth,369375
Adam Constantine,Vertigo Universe,370977
Angela Hawkins III,New Earth,368490
Angela Hawkins III,Prime Earth,357090
Angela Hawkins III,Teen Titans TV Series,354236
Beast Men,Beast Me,340441
C'th,New Earth,378825
Corinthian,New Earth,355576
Cornelius Stirk,New Earth,360559
Cornelius Stirk,Prime Earth,351765
Deimos,Warbringer,371529
"Deimos, God of Terror",New Earth,355529
Delores Stebbins,New Earth,364788
Destiny,DC Animated Movie Universe,361887
Enchantress,DC Extended Universe,364661
Fright Knight,New Earth,351380
Jenna Clark,Dark Knight Dynasty,352203
John Dee,DCAU,362209
John Mobley,Prime Earth,359215
Jonathan Crane,Arrowverse,353914
Jonathan Crane,Nolanverse,370067
Kamara,New Earth,372952
Kyle Rayner,DC Legends,360904
Merc,New Earth,350331
Mind's Eye,New Earth,349783
Nemesis,Warbringer,368219
Phobia,Wildstorm Universe,349867
Phobos,New Earth,361182
Phobos,Warbringer,371532
Princess Nightmare,Dakotaverse,350178
Ruin of the Dreaming,Prime Earth,354769
Scarecrow's Fear Toxin,Scarecrow's Fear Toxi,369834
Sinestro,DC Universe Online,364310
Sinestro,Emerald Knights,357907
Sinestro,First Flight,362528
Sinestro Corps,New Earth,386092
Sinestropotamus,Farm League,351390
Thaal Sinestro,Injustice,380056
Two-Lobe,Prime Earth,363186
Viktor Mironov,Prime Earth,351401
Waylon Jones,Nolanverse,363814
A Calculus,Prime Earth,358364
Ace,Earth-22,348940
Ace Arn,DCAU,350174
Achille Destinee,Earth-One,360135
Adam Blake,Prime Earth,363821
Adannu Fuginaut,Prime Earth,349164
Alessandra Fermi,Wildstorm Universe,361209
Alexander Luthor,Injustice,382213
Alexander Mason,Earth-One,352351
Alix Harrower,New Earth,375688
Alix Harrower,Prime Earth,352607
Angel,Teen Titans TV Series,355699
Angel of Death,Preacher,354129
Angelica Smith,Tiny Titans,348511
Anna Fortune,New Earth,356364
Annabeth Chamberlain,Prime Earth,356118
Annie January,The Boys,352316
Antipathy,New Earth,350319
Apurna Chawney,Dakotaverse,359611
Ashley Halberstam,Tiny Titans,348302
Asteria,Earth-1098,349330
Atlee,New Earth,361264
Atlee,Prime Earth,357446
Atlee,Titans Tomorrow,357794
Atom Blake,Earth-S,360115
Atom Man,Superman Smashes the Klan,357758
Atomic Knights,Wonder Woman TV Series,347014
Aurora Trigger,Amalgam Universe,351736
Azrael,Lucifer TV Series,353073
Azrael,Teen Titans TV Series,347053
B Calculus,Prime Earth,356827
Balloon Man II,Earth-One,351513
Barb-Ell,Earth-Twelve,353055
Baron von Rakenstein,Earth-One,367390
Basil Karlo,The Brave and the Bold,354140
Bat-Mite,DCAU,349567
Bat-Mite,Lego Batman,358167
Bat-Mite,Lego DC Heroes,351913
Bat-Mite,Prime Earth,368406
Bat-Mite,Tiny Titans,356005
"Bat-Mite, Jr.",Earth-154,349754
Beatriz da Costa,DCAU,362857
Beatriz da Costa,DCeased,356524
Beatriz da Costa,Justice League 3000,361086
Beatriz da Costa,Justice League Pilot,355717
Beatriz da Costa,New Earth,393065
Beatriz da Costa,Prime Earth,374387
Beatriz da Costa,Super Friends,358878
Beatriz da Costa,The Brave and the Bold,358832
Beatriz Grey,Amalgam Universe,354274
Beauty Blaze,Pre-Zero Hour,376745
Benjamin Reyes,Prime Earth,370761
Benn Pares,Pre-Zero Hour,351117
Beppo,Earth-508,355429
Beppo,Tiny Titans,361637
Bernard Venton,New Earth,355668
Big Barda,DCAU,364818
Big Barda,Future State,374218
Big Barda,Lego Batman,368067
Big Red,Earth-One,359363
Big Red,New Earth,352793
Billy Batson,Adventures of Captain Marvel 1941 Serial,364145
Biolord,Earth-One,350625
Bizarro,Smallville,368349
Black Orchid,Earth-1098,354667
Black Orchid,Super Friends,349725
Black Vulcan,Super Friends,355022
Blank Slate,New Earth,347019
Bleez,Lego Batman,361912
Bleez,New Earth,371277
Blithe,New Earth,349078
Bloodwynd,Earth 16,350686
Blue Fairy,Fables,345904
Blue Moon,New Earth,351272
Blynde,New Earth,362273
Boston Brand,Damned,354233
Boston Brand,Deadman Shorts,350597
Boston Brand,Earth-22,357365
Boston Brand,Flashpoint Timeline,353974
Boston Brand,Future State,360648
Boston Brand,Injustice,359390
Boston Brand,Lego Batman,360146
Boston Brand,Lil Gotham,350143
Boston Brand,New Earth,391881
Boston Brand,Prime Earth,384876
Boston Brand,Scooby-Doo Team-Up,355513
Boston Brand,The New Order,346101
Bozo the Iron Man,New Earth,350083
Bozo the Iron Man,Quality Universe,354572
Brenn-Bir,Earth-One,357045
Brion Markov,Teen Titans TV Series,350135
Brother Jacob,Prime Earth,353405
Bruce Wayne,Earth -1,391368
Bruce Wayne,Earth 17,354639
Brünhilde,Earth 10,356424
Bufkin,Fables,351771
Bumblebee,Teen Titans TV Series,366333
Burden,Prime Earth,355223
Byakko,New Earth,361988
Byron Shelley,Prime Earth,353221
C Calculus,Prime Earth,356939
Cachiru,New Earth,352990
Captain Comet,Earth-9,348555
Carbon Dioxide,The Brave and the Bold,357010
Carla Moretti,New Earth,357913
Carlos Quinones,Dakotaverse,364922
Carol Vance Martin,Quality Universe,355291
Carom,New Earth,355791
Carrie Levine,Team Titans,360694
Carter Hall,DC Super Hero Girls TV Series,355895
Carter Hall,DCeased,357512
Carter Hall,Smallville,379072
Carter Hall,Superman/Batman,350848
Cassandra II,Wildstorm Universe,351556
Cassandra Sandsmark,DCeased,386580
Cassandra Sandsmark,Earth 3,359096
Cassandra Sandsmark,Earth-1,355256
Ch'al Andar,Teen Titans TV Series,346192
