PC1,PC2
-9.683451537692763,1.5373137276691433
-12.504257504440453,-0.475595862015801
3.6448730899953636,-7.792729083197347
5.352797344407272,-8.019138881125288
-10.303356616514213,0.9300835871263663
-10.92334172738944,1.1857833909925874
6.73174187331156,10.764170543495148
5.578561869253212,-10.609823442862178
3.8985078007925384,-8.690637055304107
4.915690825841938,9.14170064456267
-11.725836611104826,0.005738918463338142
4.094397491814081,-8.7778715278217
4.563092010753297,-9.519100583574204
7.358238727388075,9.26700782995061
5.637814867415251,10.005755641516219
5.304841254969281,6.767492093444585
-10.575066642123845,1.7807412320014175
4.904522083656945,-9.105195524472233
6.965374998734505,-10.48161335209587
6.469098006960953,8.11412182915867
4.746269720153547,-9.75770556682885
8.42414447458503,10.951582924138629
-12.538435363559241,0.7360934582120214
-9.877810298033607,0.8789992202499999
6.505739524096,9.650075561276312
6.606175697575095,7.6338777604027
-12.00746271468456,0.3744877088757649
-9.017641562013416,0.2327193174846908
-11.731422613666616,0.3844754423626525
7.696077291034857,7.932414307090716
5.628203749891311,-9.419371039286158
5.049679413882882,6.127506100362719
4.289020660481163,-6.797795475784306
-11.388615375797546,-0.7274645979368953
5.304486753438104,7.170902984314729
-12.009274060164627,2.050622191328805
7.896638864301561,8.908747228848181
4.6928605346336525,6.757140582644926
3.638141382106572,6.354273374355823
-11.13553885171522,-0.7881204573821643
4.342814274876157,-8.92197052006441
4.946519631143176,7.108893242067783
-12.04105121939829,-0.14471248762721084
5.397903802519513,-8.480455142396766
-12.365392076306987,-0.36172934853870176
4.282478072481011,-9.513252863035772
7.423644554098327,7.31245360283811
7.130403789264869,9.335487858579482
5.327471553019654,-9.966574151813342
4.726813282571779,-6.979592530201853
8.124799669543789,8.339795974874265
7.648670289229461,12.213422513583172
5.300176346635948,-8.093793586296192
5.536734377164717,-8.757454815664424
4.96579685019966,-10.839171552754522
7.111409499996878,9.224545224294575
-11.926656799243435,1.04694618412688
5.567051632030441,-8.827185348754774
-12.255627781749395,0.24910542993275542
5.480217863042809,10.499503680725446
-11.118375225370421,0.9603070610852685
5.079275802327799,-8.353765231168937
6.210098644528091,7.868018416367293
4.413539727059219,6.818116773981909
-10.718918452151739,0.16022388137102908
-12.26677021590006,0.6863910189501375
7.7312176422057,9.432488326942632
5.456853678962093,-9.183125526807775
-10.865162746206614,0.9234104161338099
4.950477114931932,-9.18966310081462
-11.68106583634268,0.4906157323373857
-9.699057557823274,2.3647918692066
-9.747372745385592,0.9428927644753753
-12.299772008347285,0.9572985108310201
6.237578395190606,8.532098710546364
5.804101455190812,-8.008851831613773
8.911038420403989,11.44926032637922
-9.459780561246728,1.6436438784656113
4.471763435416064,-8.750355085926929
4.094312279012297,-9.304978248987421
4.850583692273724,-9.313938412847556
-8.771432739514186,-0.38139896894590325
-10.141796788095904,1.4163019820837435
4.4517046026584906,-8.478005619077074
-11.00902203524812,0.19025757496715023
4.834085175298951,9.008223433986117
7.675697890809382,8.148937511242362
4.171333813672527,6.744215233662805
5.141698580163071,-8.550978834110953
-10.705057913924666,1.3199546553147259
8.501545868126088,9.929140349433979
-11.900655000785822,-0.49127552068336966
5.14436078221445,-7.839471397622158
5.88695461518493,8.042103193559454
-12.423918361069415,0.6009141829946962
5.625448979612372,-9.825458470117681
5.82930483603835,8.96793924436428
-10.211326872633919,2.9143018927443043
